Sentence	MOR_Tier	Error_Type
is Thomas (be)cause [/] (be)cause Thomas is +/.	aux|be-Fin-Ind-Pres-S3 propn|Thomas sconj|because propn|Thomas aux|be-Fin-Ind-Pres-S3 +/.	No_Error_Detected
is Annabelle .	aux|be-Fin-Ind-Pres-S3 propn|Annabelle .	No_Error_Detected
that is a real track (be)cause [/] (be)cause it's moved .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|real-S1 noun|track sconj|because pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|move-Part-Past-S .	No_Error_Detected
yeah the straw went in .	intj|yeah det|the-Def-Art noun|straw verb|go-Fin-Ind-Past-S3-irr adv|in .	No_Error_Detected
I don't want my drink .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|my-Prs-Gen-S1 noun|drink-Acc .	No_Error_Detected
it's not a cafe !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|cafe !	No_Error_Detected
where's the boy and the children .	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|boy cconj|and det|the-Def-Art noun|child-Plur .	No_Error_Detected
take the people really quickly .	verb|take-Fin-Imp-S det|the-Def-Art noun|person-Plur-Acc adv|really adv|quickly .	No_Error_Detected
that's not xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not .	No_Error_Detected
mummy that's xxx .	noun|mummy pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Detected
now going put in the bag ?	adv|now verb|go-Part-Pres-S verb|put-Part-Past-S-irr adp|in det|the-Def-Art noun|bag ?	No_Error_Detected
coffee (.) what's that ?	noun|coffee pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
is it for the hot drink ?	aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adp|for det|the-Def-Art adj|hot-S1 noun|drink ?	No_Error_Detected
now spilt it all .	adv|now verb|spilt-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 det|all-Def-Tot .	No_Error_Detected
oh no did that .	intj|oh intj|no aux|do-Fin-Ind-Past-S3-irr pron|that-Dem .	No_Error_Detected
&-er and that's a cloth .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cloth .	No_Error_Detected
and that's a +/.	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art +/.	No_Error_Detected
likkle [: little] boy that's a bottle for them that one .	adj|little-S1 noun|boy pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bottle adp|for pron|they-Prs-Acc-P3 det|that-Def-Dem-Sing num|one .	No_Error_Detected
you got &-um (.) (wha)t's this ?	pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Past-S2-irr pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?	No_Error_Detected
oh &-um machine xxx a likkle [: little] machine up there is &-er call(ed) machine and that already b(r)oken .	intj|oh noun|machine det|a-Ind-Art adj|little-S1 noun|machine adp|up adv|there aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S noun|machine cconj|and pron|that-Dem adv|already verb|break-Fin-Ind-Past-S3-irr .	No_Error_Detected
there's the lady and that's &-er .	pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|lady cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Detected
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
money when they +/.	noun|money adv|when pron|they-Prs-Nom-P3 +/.	No_Error_Detected
is no pennies .	aux|be-Fin-Ind-Pres-S3 det|no-Def-Neg noun|penny-Plur .	No_Error_Detected
don't use no pennies at home I got one my mummy .	aux|do-Fin-Imp-S~part|not verb|use-Fin-Imp-S det|no-Def-Neg noun|penny-Plur-Acc adp|at noun|home pron|I-Prs-Nom-S1 verb|get-Fin-Ind-Past-S1-irr num|one pron|my-Prs-Gen-S1 noun|mummy-Acc .	No_Error_Detected
and what's that ?	cconj|and pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
yeah I can see it on there .	intj|yeah pron|I-Prs-Nom-S1 aux|can-Fin-S verb|see-Inf-S pron|it-Prs-Acc-S3 adp|on adv|there .	No_Error_Detected
I won't (.) xxx forget that .	pron|I-Prs-Nom-S1 aux|will-Fin-S~part|not verb|forget-Inf-S pron|that-Dem .	No_Error_Detected
can I have my horse in that ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|have-Inf-S pron|my-Prs-Gen-S1 noun|horse-Acc adp|in pron|that-Dem ?	No_Error_Detected
I [/] I can (.) ugh !	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|ugh-Inf-S !	No_Error_Detected
Tom you can't play !	propn|Tom pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|play-Inf-S !	No_Error_Detected
xxx my xxx over there .	pron|my-Prs-Gen-S1 adv|over adv|there .	No_Error_Detected
what's that (.) what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
s(h)e can't sit chair s(h)e can't +/.	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not verb|sit-Inf-S noun|chair-Acc pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not +/.	No_Error_Detected
(wha)t's that then ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem adv|then ?	No_Error_Detected
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
can &-er put that ?	aux|can-Fin-S verb|put-Inf-S pron|that-Dem ?	No_Error_Detected
yeah (fr)om a cupboard and it's b(r)oke .	intj|yeah adp|from det|a-Ind-Art noun|cupboard cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 .	No_Error_Detected
can they choose from that xxx .	aux|can-Fin-S pron|they-Prs-Nom-P3 verb|choose-Inf-S adp|from pron|that-Dem .	No_Error_Detected
she's cleaning .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|clean-Part-Pres-S .	No_Error_Detected
&-er this is +...	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 +...	No_Error_Detected
that's xxx a cloth with the lady .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cloth adp|with det|the-Def-Art noun|lady .	No_Error_Detected
oh <I can't> [/] I can't that .	intj|oh pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not pron|that-Dem .	No_Error_Detected
he didn't mean to .	pron|he-Prs-Nom-S3 aux|do-Fin-Ind-Past-S3-irr~part|not verb|mean-Inf-S adp|to .	No_Error_Detected
right will you put that on mummy ?	adv|right aux|will-Fin-S pron|you-Prs-Nom-S2 verb|put-Inf-S pron|that-Dem adp|on noun|mummy ?	No_Error_Detected
s(h)e can't put it in her hand .	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not verb|put-Inf-S pron|it-Prs-Acc-S3 adp|in pron|her-Prs-Gen-S3 noun|hand .	No_Error_Detected
s(h)e too tired .	pron|she-Prs-Nom-S3 adv|too adj|tired-S1 .	No_Error_Detected
&-er &-er she gonna do +//.	pron|she-Prs-Nom-S3 adv|gonna verb|do-Fin-Ind-Pres-S +//.	No_Error_Detected
that's a boy xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .	No_Error_Detected
what's that for ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem adp|for ?	No_Error_Detected
I don't want them anymore !	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|they-Prs-Acc-P3 adv|anymore !	No_Error_Detected
I don't want them anymore . [+ srp]	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|they-Prs-Acc-P3 adv|anymore .	No_Error_Detected
I don't want them +/.	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|they-Prs-Acc-P3 +/.	No_Error_Detected
mummy don't want another chair here (.) I don't want another chair here .	noun|mummy aux|do-Fin-Ind-Pres-S3~part|not verb|want-Inf-S det|another-Def-Ind noun|chair-Acc adv|here pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S det|another-Def-Ind noun|chair-Acc adv|here .	No_Error_Detected
mum she wanna change that .	noun|mum pron|she-Prs-Nom-S3 aux|wanna-Fin-S3 verb|change-Inf-S pron|that-Dem .	No_Error_Detected
mum it's got stickers on it .	noun|mum pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr noun|sticker-Plur-Acc adp|on pron|it-Prs-Acc-S3 .	No_Error_Detected
can xxx put it in xxx .	aux|can-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adp|in .	No_Error_Detected
mum where's the grass mum where's the grass ?	noun|mum adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|grass noun|mum adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|grass ?	No_Error_Detected
mum where's the grass ?	noun|mum adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|grass ?	No_Error_Detected
I just get the grass from the house .	pron|I-Prs-Nom-S1 adv|just verb|get-Fin-Ind-Pres-S1 det|the-Def-Art noun|grass-Acc adp|from det|the-Def-Art noun|house .	No_Error_Detected
just f(r)om the house .	adv|just adp|from det|the-Def-Art noun|house .	No_Error_Detected
got it first f(r)om the house .	verb|get-Fin-Ind-Past-S1-irr pron|it-Prs-Acc-S3 adv|first adp|from det|the-Def-Art noun|house .	No_Error_Detected
that there is going in there .	sconj|that pron|there-Int-S1 verb|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|in adv|there .	No_Error_Detected
what's that mummy ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mummy ?	No_Error_Detected
Tom is not allowed .	propn|Tom aux|be-Fin-Ind-Pres-S3 part|not verb|allow-Part-Past-S .	No_Error_Detected
Tom is not allowed to xxx .	propn|Tom aux|be-Fin-Ind-Pres-S3 part|not verb|allow-Part-Past-S part|to .	No_Error_Detected
mum I don't need that .	noun|mum pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|need-Inf-S pron|that-Dem .	No_Error_Detected
mummy can [//] you can +/.	noun|mummy pron|you-Prs-Nom-S2 aux|can-Fin-S +/.	No_Error_Detected
that's a toy &~uhn isn't it ?	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|toy aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?	No_Error_Detected
that's xxx need that .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|need-Inf-S pron|that-Dem .	No_Error_Detected
&-um we just founded that xxx .	pron|we-Prs-Nom-P1 adv|just verb|found-Fin-Ind-Past-P1 pron|that-Dem .	No_Error_Detected
that's a boy that's not .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy pron|that-Rel~aux|be-Fin-Ind-Pres-S3 part|not .	No_Error_Detected
Tom this [//] that's a boy !	propn|Tom pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy !	No_Error_Detected
look it's broke !	verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|broke-S1 !	No_Error_Detected
he's broke(n) it .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr pron|it-Prs-Acc-S3 .	No_Error_Detected
xxx Tom doesn't mean it .	propn|Tom aux|do-Fin-Ind-Pres-S3~part|not verb|mean-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Detected
that that's a cafe xxx .	sconj|that pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cafe .	No_Error_Detected
move it on there mummy .	verb|move-Fin-Imp-S pron|it-Prs-Acc-S3 adp|on adv|there noun|mummy .	No_Error_Detected
I put it on there .	pron|I-Prs-Nom-S1 verb|put-Fin-Ind-Past-S1-irr pron|it-Prs-Acc-S3 adp|on adv|there .	No_Error_Detected
mummy where is that lady ?	noun|mummy adv|where aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|lady ?	No_Error_Detected
where's the lady ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|lady ?	No_Error_Detected
where's [/] where's another lady now ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|lady adv|now ?	No_Error_Detected
the lady where's another lady ?	det|the-Def-Art noun|lady adv|where~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|lady ?	No_Error_Detected
xxx when he play .	adv|when pron|he-Prs-Nom-S3 verb|play-Fin-Ind-Pres-S3 .	No_Error_Detected
mum he's b(r)oke(n) it .	noun|mum pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr pron|it-Prs-Acc-S3 .	No_Error_Detected
that thing is mine mummy .	det|that-Def-Dem-Sing noun|thing-Ger aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 noun|mummy .	No_Error_Detected
that thing is mine .	det|that-Def-Dem-Sing noun|thing-Ger aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Detected
don't needta we don't need that in there .	aux|do-Fin-Imp-S~part|not verb|needta-Fin-Imp-S pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1~part|not verb|need-Inf-S pron|that-Dem adp|in adv|there .	No_Error_Detected
come in don't need that in there it's only (c)loth .	verb|come-Fin-Imp-S adv|in aux|do-Fin-Imp-S~part|not verb|need-Fin-Imp-S pron|that-Dem adp|in adv|there pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|only noun|cloth .	No_Error_Detected
it [//] it's just a (c)loth .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just det|a-Ind-Art noun|cloth .	No_Error_Detected
you know it's just a cloth xxx .	pron|you-Prs-Nom-S2 verb|know-Fin-Ind-Pres-S2 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just det|a-Ind-Art noun|cloth .	No_Error_Detected
just a cloth to [/] to go on there .	adv|just det|a-Ind-Art noun|cloth part|to verb|go-Inf-S adp|on adv|there .	No_Error_Detected
where's Tom mummy ?	adv|where~aux|be-Fin-Ind-Pres-S3 propn|Tom noun|mummy ?	No_Error_Detected
playing there in the room ?	verb|play-Part-Pres-S adv|there adp|in det|the-Def-Art noun|room ?	No_Error_Detected
I gonna stand in the back .	pron|I-Prs-Nom-S1 adv|gonna verb|stand-Inf-Pres-S1 adp|in det|the-Def-Art noun|back .	No_Error_Detected
I gonna stand there now .	pron|I-Prs-Nom-S1 adv|gonna verb|stand-Inf-S adv|there adv|now .	No_Error_Detected
toys &-er doesn't fit this .	noun|toy-Plur aux|do-Fin-Ind-Pres-S3~part|not verb|fit-Inf-S pron|this-Dem-S1 .	No_Error_Detected
&-er don't need that book that .	aux|do-Fin-Ind-Pres-S1~part|not verb|need-Fin-Imp-S det|that-Def-Dem-Sing noun|book-Acc pron|that-Rel .	No_Error_Detected
<we don't> [//] I don't need it .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|need-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Detected
don't want it and I want blue plates .	aux|do-Fin-Ind-Pres-S1~part|not verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 cconj|and pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 adj|blue-S1 noun|plate-Plur-Acc .	No_Error_Detected
yeah where's the cups ?	intj|yeah adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cup-Plur ?	No_Error_Detected
where's the cup ? [+ imi]	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cup ?	No_Error_Detected
where's the cup ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cup ?	No_Error_Detected
cup where's the cup mummy ?	noun|cup adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cup noun|mummy ?	No_Error_Detected
what's it xxx .	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 .	No_Error_Detected
don't need that one +/.	aux|do-Fin-Ind-Pres-S3~part|not verb|need-Fin-Imp-S det|that-Def-Dem-Sing noun|one-Acc +/.	No_Error_Detected
&-er no no it isn't and <just some> [/] just some balls I think just .	intj|no intj|no pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3~part|not cconj|and adv|just det|some-Def-Ind noun|ball-Plur pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 adv|just .	No_Error_Detected
mummy what's [//] don't need .	noun|mummy aux|do-Fin-Ind-Pres-S~part|not verb|need-Fin-Imp-S .	No_Error_Detected
she didn't play on that thing .	pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Past-S3-irr~part|not verb|play-Inf-S adp|on det|that-Def-Dem-Sing noun|thing-Ger .	No_Error_Detected
I don't want .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S .	No_Error_Detected
where's the lady ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|lady ?	No_Error_Detected
can't put a boy on it .	aux|can-Fin-S~part|not verb|put-Fin-Imp-S det|a-Ind-Art noun|boy-Acc adp|on pron|it-Prs-Acc-S3 .	No_Error_Detected
&-um &-um I don't want xxx .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S .	No_Error_Detected
where's that xxx ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
where that ?	adv|where pron|that-Dem ?	No_Error_Detected
&~a:h (.) I can see it . [+ imi]	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|see-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Detected
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
&-er what's that mummy's bought me those last night .	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mummy~aux|be-Fin-Ind-Pres-S3 verb|buy-Part-Past-S-irr pron|I-Prs-Acc-S1 det|that-Def-Dem-Plur adj|last-S1 noun|night .	No_Error_Detected
(t)hank_you ve(ry) mu(ch) I going eat it now .	intj|thankyou adv|very adv|much pron|I-Prs-Nom-S1 verb|go-Part-Pres-S verb|eat-Inf-S pron|it-Prs-Acc-S3 adv|now .	No_Error_Detected
ice cream <can I> [/] can I buy one ?	noun|ice noun|cream-Acc aux|can-Fin-S pron|I-Prs-Nom-S1 verb|buy-Inf-S num|one ?	No_Error_Detected
now he can .	adv|now pron|he-Prs-Nom-S3 aux|can-Fin-S .	No_Error_Detected
she said it's mine .	pron|she-Prs-Nom-S3 verb|say-Fin-Ind-Past-S3-irr pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .	No_Error_Detected
she wanna xxx .	pron|she-Prs-Nom-S3 aux|wanna-Fin-Ind-Pres-S3 .	No_Error_Detected
that was up there and &-er got &-er one .	pron|that-Dem aux|be-Fin-Ind-Past-S3-irr adv|up adv|there cconj|and verb|get-Fin-Ind-Past-S3-irr num|one .	No_Error_Detected
then you have put it in the other .	adv|then pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 verb|put-Part-Past-S-irr pron|it-Prs-Acc-S3 adp|in det|the-Def-Art adj|other-S1 .	No_Error_Detected
look he's tickling .	verb|look-Fin-Imp-S pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|tickle-Part-Pres-S .	No_Error_Detected
they tickling now .	pron|they-Prs-Nom-P3 verb|tickle-Part-Pres-S adv|now .	No_Error_Detected
now I tickle Tom .	adv|now pron|I-Prs-Nom-S1 verb|tickle-Fin-Ind-Pres-S1 propn|Tom-Acc .	No_Error_Detected
yeah (.) I tickle him again .	intj|yeah pron|I-Prs-Nom-S1 verb|tickle-Fin-Ind-Pres-S1 pron|he-Prs-Acc-S3 adv|again .	No_Error_Detected
now I finished now .	adv|now pron|I-Prs-Nom-S1 verb|finish-Fin-Ind-Past-S1 adv|now .	No_Error_Detected
no I'm just xxx .	intj|no pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|just .	No_Error_Detected
&-um I wanna &-um that .	pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-Pres-S1 pron|that-Dem .	No_Error_Detected
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Detected
no that's not +/.	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not +/.	No_Error_Detected
now cow got it and xxx .	adv|now noun|cow verb|get-Fin-Ind-Past-S3-irr pron|it-Prs-Acc-S3 cconj|and .	No_Error_Detected
&-er he's sad .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|sad-S1 .	No_Error_Detected
what's the duck doing ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|duck verb|do-Part-S ?	No_Error_Detected
but s(h)e can s(h)e catch it !	cconj|but pron|she-Prs-Nom-S3 aux|can-Fin-S pron|she-Prs-Nom-S3 verb|catch-Inf-S pron|it-Prs-Acc-S3 !	No_Error_Detected
and it's popped .	cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|pop-Part-Past-S .	No_Error_Detected
mhm xxx is it +/.	intj|mhm aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 +/.	No_Error_Detected
no a boy's going pop it .	intj|no det|a-Ind-Art noun|boy~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S noun|pop-Acc pron|it-Prs-Acc-S3 .	No_Error_Detected
I don't want it any more .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|it-Prs-Acc-S3 det|any-Def-Ind adj|more-Cmp-S1 .	No_Error_Detected
no it isn't &-er .	intj|no pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3~part|not .	No_Error_Detected
that's Bonnie on there .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 propn|Bonnie adp|on adv|there .	No_Error_Detected
that's Bonnie .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 propn|Bonnie .	No_Error_Detected
mum it's spilt .	noun|mum pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|spilt-Part-Past-S .	No_Error_Detected
you not going inside of that xxx .	pron|you-Prs-Nom-S2 part|not verb|go-Part-Pres-S adv|inside adp|of pron|that-Dem .	No_Error_Detected
mum can I look in the cars ?	noun|mum aux|can-Fin-S pron|I-Prs-Nom-S1 verb|look-Inf-S adp|in det|the-Def-Art noun|car-Plur ?	No_Error_Detected
no that's not &-er &-er .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not .	No_Error_Detected
leave it here !	verb|leave-Fin-Imp-S pron|it-Prs-Acc-S3 adv|here !	No_Error_Detected
know Jessie and Woody and Buzz (.) (a)gain .	verb|know-Fin-Ind-Pres-S propn|Jessie-Acc cconj|and propn|Woody cconj|and propn|Buzz adv|again .	No_Error_Detected
what is that ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
I go too .	pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 adv|too .	No_Error_Detected
I go put it in there .	pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 verb|put-Inf-S pron|it-Prs-Acc-S3 adp|in adv|there .	No_Error_Detected
go put it in there .	verb|go-Fin-Imp-S verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|in adv|there .	No_Error_Detected
&-um dad not take his now .	noun|dad part|not verb|take-Fin-Imp-S pron|his-Prs-S3 adv|now .	No_Error_Detected
where put this ?	adv|where verb|put-Fin-Imp-S pron|this-Dem-S1 ?	No_Error_Detected
put it near xxx xxx +...	verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|near +...	No_Error_Detected
okay put it in there .	intj|okay verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|in adv|there .	No_Error_Detected
anything can go there .	pron|anything-Ind-S1 aux|can-Fin-S verb|go-Inf-S adv|there .	No_Error_Detected
wet not dry it's wet .	adj|wet-S1 part|not adj|dry-S1 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|wet-S1 .	No_Error_Detected
wet not dry sand dry big <this and water under here> [>] &-um then on ho(li)day +/.	adj|wet-S1 part|not adj|dry-S1 noun|sand adj|dry-S1 adj|big-S1 pron|this-Dem-S1 cconj|and noun|water adp|under adv|here adv|then adp|on noun|holiday +/.	No_Error_Detected
then on ho(li)day at grandma's caravan xxx [>] at grandad and grandma yeah and we go out hother [: other] different beach .	adv|then adp|on noun|holiday adp|at noun|grandma~part|s noun|caravan adp|at noun|grandad cconj|and noun|grandma intj|yeah cconj|and pron|we-Prs-Nom-P1 verb|go-Fin-Ind-Pres-P1 adp|out adj|other-S1 adj|different-S1 noun|beach-Acc .	No_Error_Detected
yeah and [/] and we did .	intj|yeah cconj|and pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Past-P1-irr .	No_Error_Detected
all xxx in there and these .	det|all-Def-Tot adp|in adv|there cconj|and pron|this-Dem-P1 .	No_Error_Detected
I wanna .	pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-S .	No_Error_Detected
put a chair there .	verb|put-Fin-Imp-S det|a-Ind-Art noun|chair-Acc adv|there .	No_Error_Detected
what do xxx there ?	pron|what-Int-S1 aux|do-Fin-Ind-Pres-P3 adv|there ?	No_Error_Detected
I can't pull it up !	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|pull-Inf-S pron|it-Prs-Acc-S3 adp|up !	No_Error_Detected
I've got a book ?	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr det|a-Ind-Art noun|book-Acc ?	No_Error_Detected
this is real (h)air ?	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|real-S1 noun|hair ?	No_Error_Detected
why it's moving ?	adv|why pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|move-Part-Pres-S ?	No_Error_Detected
that be in the sand people <can go in the water> [>] .	pron|that-Dem aux|be-Inf-S adp|in det|the-Def-Art noun|sand noun|person-Plur aux|can-Fin-S verb|go-Inf-S adp|in det|the-Def-Art noun|water .	No_Error_Detected
