Sentence	MOR_Tier
he has .	pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 .
oh yeah he's put some more in them don't worry .	intj|oh intj|yeah pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Past-S-irr det|some-Def-Ind adj|more-Cmp-S1 adp|in pron|they-Prs-Acc-P3 aux|do-Fin-S~part|not verb|worry-Inf-S .
it [/] it just takes a minute put them in .	pron|it-Prs-Nom-S3 adv|just verb|take-Fin-Ind-Pres-S3 det|a-Ind-Art noun|minute-Acc verb|put-Inf-S pron|they-Prs-Acc-P3 adp|in .
mum &-er I will phone you if [/] if we have .	noun|mum pron|I-Prs-Nom-S1 aux|will-Fin-S verb|phone-Inf-S pron|you-Prs-Acc-S2 sconj|if pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Pres-P1 .
hello we have now .	intj|hello pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1 adv|now .
then we hafta have our dinner here .	adv|then pron|we-Prs-Nom-P1 aux|hafta-Fin-Ind-Pres-P1 verb|have-Fin-Ind-Pres-P1 pron|our-Prs-Gen-P1 noun|dinner-Acc adv|here .
<we haven't> [/] we haven't got lots nuggets though .	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|get-Part-Past-S-irr noun|lot-Plur noun|nugget-Plur-Acc adv|though .
yeah &-um <we haven't> [/] we haven't got any ice cream so &-um &-um so &-um the mum has xxx some now .	intj|yeah pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|get-Part-Past-S-irr det|any-Def-Ind noun|ice noun|cream-Acc adv|so sconj|so det|the-Def-Art noun|mum verb|have-Fin-Ind-Pres-S3 det|some-Def-Ind adv|now .
&-er I'm hungry mummy .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|hungry-S1 noun|mummy .
he going home don't worry .	pron|he-Prs-Nom-S3 verb|go-Ger-Pres-S adv|home aux|do-Fin-Imp-S~part|not verb|worry-Inf-S .
saucer (.) mum &-um that saucer is dirty .	noun|saucer noun|mum pron|that-Rel noun|saucer aux|be-Fin-Ind-Pres-S3 adj|dirty-S1 .
<we've just got one more> [//] <we've got> [/] we've got some (g)lasses (a)s_well .	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr det|some-Def-Ind noun|glasses-Ptan-Acc adv|aswell .
some glasses &-um when &-er when these all gone .	det|some-Def-Ind noun|glasses-Ptan adv|when adv|when pron|this-Dem-P1 det|all-Def-Tot verb|go-Fin-Ind-Past-P3-irr .
and <we gonna put some in> [//] <we can put> [//] we will put some &-um some saucers on them look .	cconj|and pron|we-Prs-Nom-P1 aux|will-Fin-S verb|put-Inf-S det|some-Def-Ind det|some-Def-Ind noun|saucer-Plur-Acc adp|on pron|they-Prs-Acc-P3 verb|look-Inf-S .
&-er &-er mum we just bring ice cream now .	noun|mum pron|we-Prs-Nom-P1 adv|just verb|bring-Fin-Ind-Pres-P1 noun|ice noun|cream-Acc adv|now .
&-um &-um it's busy here know .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|busy-S1 adv|here verb|know-Fin-Ind-Pres-P3 .
it's Luke who works at shop .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 propn|Luke pron|who-Rel verb|work-Fin-Ind-Pres-S3 adp|at noun|shop .
okay &-er &-er milkman is here don't worry .	intj|okay noun|milkman aux|be-Fin-Ind-Pres-S3 adv|here aux|do-Fin-Imp-S~part|not verb|worry-Fin-Imp-S .
&-um <we haven't> [/] we haven't got any cherries .	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|get-Part-Past-S-irr det|any-Def-Ind noun|cherry-Plur-Acc .
&-er &-er just [/] just &-er just don't know &-er we got ice cream with cherry on top .	adv|just adv|just aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|we-Prs-Nom-P1 verb|get-Fin-Ind-Past-P1-irr noun|ice noun|cream-Acc adp|with noun|cherry adp|on noun|top .
&-um no we haven't .	intj|no pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not .
they're [/] they're the ice cream ones .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 det|the-Def-Art noun|ice noun|cream noun|one-Plur .
we haven't got any them ones .	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|get-Part-Past-S-irr det|any-Def-Ind pron|they-Prs-Acc-P3 noun|one-Plur-Acc .
we've got some +...	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr det|some-Def-Ind +...
++ we've got some Coca_Cola though .	pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr det|some-Def-Ind propn|CocaCola-Acc adv|though .
yeah I'll xxx on this thingy under cooker .	intj|yeah pron|I-Prs-Nom-S1~aux|will-Fin-S adp|on det|this-Def-Dem-Sing noun|thingy adp|under noun|cooker .
I'll put it on that back on that side now .	pron|I-Prs-Nom-S1~aux|will-Fin-S verb|put-Inf-S pron|it-Prs-Acc-S3 adp|on pron|that-Dem adv|back adp|on det|that-Def-Dem-Sing noun|side adv|now .
&-um we [//] mum haven't [//] we haven't got much ice cream though .	noun|mum pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not verb|get-Part-Past-S-irr adj|much-S1 noun|ice noun|cream-Acc adv|though .
yeah we [/] we just (a)llowed bit ice cream we are .	intj|yeah pron|we-Prs-Nom-P1 adv|just verb|allow-Fin-Ind-Past-P1 noun|bit noun|ice noun|cream-Acc pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Pres-P1 .
no not (a)llowed a lot so &-er we won't have any if we have a lot .	intj|no part|not verb|allow-Part-Past-S det|a-Ind-Art noun|lot adv|so pron|we-Prs-Nom-P1 aux|will-Fin-S~part|not verb|have-Inf-S det|any-Def-Ind sconj|if pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Pres-P1 det|a-Ind-Art noun|lot-Acc .
mum we have not got ice cream though .	noun|mum pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1 part|not verb|get-Part-Past-S-irr noun|ice noun|cream-Acc adv|though .
yeah we've [/] we've got lots cherries though .	intj|yeah pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr noun|lot-Plur noun|cherry-Plur-Acc adv|though .
&-um yeah it be shutted [: shut] [*] for ages .	intj|yeah pron|it-Prs-Nom-S3 aux|be-Fin-S verb|shut-Part-Past-S-irr adp|for noun|age-Plur .
it be shutted [: shut] [*] at seven o'clock .	pron|it-Prs-Nom-S3 aux|be-Fin-S verb|shut-Part-Past-S-irr adp|at num|seven noun|oclock .
that's ages though .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|age-Plur adv|though .
just xxx xxx mum &-er .	adv|just noun|mum .
he's ate that now mum .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|eat-Part-Past-S-irr pron|that-Dem adv|now noun|mum-Acc .
yeah he does .	intj|yeah pron|he-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3 .
mum where [/] where shall these go ?	noun|mum adv|where aux|shall-Fin-S det|this-Def-Dem-Plur verb|go-Inf-S ?
where mum ?	adv|where noun|mum ?
don't stack &-er chairs up real +/.	aux|do-Fin-Imp-S~part|not verb|stack-Fin-Imp-S noun|chair-Plur-Acc adp|up adj|real-S1 +/.
it's shutting .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S .
it is not bed time yet .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 part|not noun|bed noun|time adv|yet .
it's no bed time now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|no-Def-Neg noun|bed noun|time adv|now .
it's shutting (.) it's shutting mummy .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S pron|it-Prs-Acc-S3~part|s noun|shutting-Ger noun|mummy-Acc .
mum put her apron somewhere .	noun|mum verb|put-Fin-Ind-Past-S3-irr pron|her-Prs-Gen-S3 noun|apron-Acc adv|somewhere .
<just say it's> [/] just say it's shutting .	adv|just verb|say-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S .
it's shutting time .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S noun|time-Acc .
it's shutting time . [+ srp]	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S noun|time-Acc .
it says closed it says closed now .	pron|it-Prs-Nom-S3 verb|say-Fin-Ind-Pres-S3 verb|close-Part-Past-S pron|it-Prs-Nom-S3 verb|say-Fin-Ind-Pres-S3 verb|close-Part-Past-S adv|now .
it's opening time !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|open-Part-Pres-S noun|time-Acc !
I am yeah I am .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 intj|yeah pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 .
you (for)got take your apron off &~uhn didn't you ?	pron|you-Prs-Nom-S2 verb|forget-Fin-Ind-Past-S2-irr verb|take-Inf-S pron|your-Prs-Gen-S2 noun|apron-Acc adp|off aux|do-Fin-Ind-Past-S3-irr~part|not pron|you-Prs-Nom-S2 ?
you (for)got you [/] you forgot left it on at home &~uhn didn't you ?	pron|you-Prs-Nom-S2 verb|forget-Fin-Ind-Past-S2-irr pron|you-Prs-Acc-S2 verb|forget-Fin-Ind-Past-S2-irr verb|leave-Fin-Ind-Past-S3-irr pron|it-Prs-Acc-S3 adp|on adp|at noun|home aux|do-Fin-Ind-Past-S3-irr~part|not pron|you-Prs-Nom-S2 ?
is it opening yet ?	aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 verb|open-Part-Pres-S adv|yet ?
okay then they're not on a fire now .	intj|okay adv|then pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 part|not adp|on det|a-Ind-Art noun|fire adv|now .
am just putting them on now .	aux|be-Fin-Ind-Pres-S1 adv|just verb|put-Part-Pres-S pron|they-Prs-Acc-P3 adp|on adv|now .
I will now <am just putting them> [/] am just putting them on +/.	pron|I-Prs-Nom-S1 aux|will-Fin-S adv|now aux|be-Inf-Ind-Pres-S adv|just verb|put-Part-Pres-S pron|they-Prs-Acc-P3 adp|on +/.
<I will get one> [/] I will get one lorry .	pron|I-Prs-Nom-S1 aux|will-Fin-S verb|get-Inf-S num|one noun|lorry-Acc .
&-er <it has> [/] it has be a fire engine though .	pron|it-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 aux|be-Inf-S det|a-Ind-Art noun|fire noun|engine adv|though .
yup it hasta be .	verb|yup-Fin-Imp-S pron|it-Prs-Acc-S3 x|hasta aux|be-Fin-S .
&-er I just yeah and xxx look mummy .	pron|I-Prs-Nom-S1 adv|just intj|yeah cconj|and verb|look-Fin-Ind-Pres-S1 noun|mummy-Acc .
mum xxx chairs xxx chairs here mum .	noun|mum noun|chair-Plur noun|chair-Plur adv|here noun|mum .
it is xxx water .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 noun|water .
&-er &-er they won't fit look .	pron|they-Prs-Nom-P3 aux|will-Fin-S~part|not verb|fit-Inf-S verb|look-Inf-S .
it won't fit look .	pron|it-Prs-Nom-S3 aux|will-Fin-S~part|not verb|fit-Inf-S verb|look-Inf-S .
he has go in .	pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 verb|go-Inf-S adv|in .
no thanks just leave them there for me .	det|no-Def-Neg noun|thanks adv|just verb|leave-Fin-Imp-S pron|they-Prs-Acc-P3 adv|there adp|for pron|I-Prs-Acc-S1 .
<I have> [/] I have drive it (rem)ember ?	pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1 verb|drive-Part-Past-S pron|it-Prs-Acc-S3 verb|remember-Inf-S ?
here car xxx .	adv|here noun|car .
<he's just putting> [/] he's just putting one chair there .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just verb|put-Part-Pres-S num|one noun|chair-Acc adv|there .
no just (.) he just putting two chairs here .	intj|no adv|just pron|he-Prs-Nom-S3 adv|just verb|put-Part-Pres-S num|two noun|chair-Plur-Acc adv|here .
and he's putting no chairs there .	cconj|and pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Pres-S det|no-Def-Neg noun|chair-Plur-Acc adv|there .
shall he ?	aux|shall-Fin-S pron|he-Prs-Nom-S3 ?
<it just> [/] <it just> [//] that just be busy on sundays .	pron|that-Dem adv|just aux|be-Fin-S adj|busy-S1 adp|on noun|sunday-Plur .
so (.) no lots of (p)eople xxx tome [: come] today mum .	adv|so det|no-Def-Neg noun|lot-Plur adp|of noun|person-Plur verb|come-Fin-Ind-Pres-P3 noun|today noun|mum .
oh I just going saying opening .	intj|oh pron|I-Prs-Nom-S1 adv|just verb|go-Part-Pres-S verb|say-Ger-S noun|opening-Acc-Ger .
&-er they opening there ?	pron|they-Prs-Nom-P3 verb|open-Part-Pres-S adv|there ?
mum my friend is coming today .	noun|mum pron|my-Prs-Gen-S1 noun|friend aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S noun|today .
no these are not (.) &-er I washed these I washed these I did .	intj|no pron|this-Dem-P1 aux|be-Fin-Ind-Pres-P3 part|not pron|I-Prs-Nom-S1 verb|wash-Fin-Ind-Past-S1 pron|this-Dem-P1 pron|I-Prs-Nom-S1 verb|wash-Fin-Ind-Past-S1 pron|this-Dem-P1 pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1-irr .
<we will> [/] <we will> [/] <we will> [//] we did &-er we washed we had these yesterday .	pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Past-P1-irr pron|we-Prs-Nom-P1 verb|wash-Fin-Ind-Past-P1 pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Past-P1-irr pron|this-Dem-P1 noun|yesterday .
look that cafe look all them chairs there .	verb|look-Fin-Imp-S det|that-Def-Dem-Sing noun|cafe-Acc verb|look-Fin-Imp-S det|all-Def-Tot pron|they-Prs-Acc-P3 noun|chair-Plur-Acc adv|there .
who does ?	pron|who-Int aux|do-Fin-Ind-Pres-S3 ?
oh &-er this [/] this xxx fall down .	intj|oh det|this-Def-Dem-Sing noun|fall adv|down .
know sometimes he'll go too fast .	verb|know-Fin-Imp-S adv|sometimes pron|he-Prs-Nom-S3~aux|will-Fin-S verb|go-Inf-S adv|too adj|fast-S1 .
I'm trying to take it off mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|try-Part-Pres-S part|to verb|take-Inf-S pron|it-Prs-Acc-S3 adp|off noun|mum .
it [/] it tomes [: comes] off though .	pron|it-Prs-Nom-S3 verb|come-Fin-Ind-Pres-S3 adp|off adv|though .
how can it xxx now ?	adv|how aux|can-Fin-S pron|it-Prs-Nom-S3 adv|now ?
I'm phoning you mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|phone-Part-Pres-S pron|you-Prs-Acc-S2 noun|mum-Acc .
&-um mum what you doing (be)fore ?	noun|mum pron|what-Int-S1 pron|you-Prs-Nom-S2 verb|do-Part-Pres-S adv|before ?
<I put> [/] I put them out I did .	pron|I-Prs-Nom-S1 verb|put-Fin-Ind-Past-S1-irr pron|they-Prs-Acc-P3 adp|out pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1-irr .
xxx to the cafe my xxx are .	adp|to det|the-Def-Art noun|cafe pron|my-Prs-Gen-S1 aux|be-Fin-Ind-Pres-P3 .
&~aw where can we sit mum ?	adv|where aux|can-Fin-S pron|we-Prs-Nom-P1 verb|sit-Inf-S noun|mum-Acc ?
where can I sit ?	adv|where aux|can-Fin-S pron|I-Prs-Nom-S1 verb|sit-Inf-S ?
we can't sit on them tables though .	pron|we-Prs-Nom-P1 aux|can-Fin-S~part|not verb|sit-Inf-S adp|on pron|they-Prs-Acc-P3 noun|table-Plur adv|though .
yes they are in a minute .	intj|yes pron|they-Prs-Nom-P3 aux|be-Fin-Ind-Pres-P3 adp|in det|a-Ind-Art noun|minute .
<they will be> [/] they will be in a minute .	pron|they-Prs-Nom-P3 aux|will-Fin-S aux|be-Inf-S adp|in det|a-Ind-Art noun|minute .
mum mum what are these for ?	noun|mum noun|mum pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|this-Dem-P1 adp|for ?
then so &-er so &-er we won't (t)ip it over like that ?	adv|then adv|so adv|so pron|we-Prs-Nom-P1 aux|will-Fin-S~part|not verb|tip-Inf-S pron|it-Prs-Acc-S3 adp|over adp|like pron|that-Dem ?
so &-um we won't xxx it over there .	adv|so pron|we-Prs-Nom-P1 aux|will-Fin-S~part|not pron|it-Prs-Acc-S3 adp|over adv|there .
mum &-er mum that he's knocked that down .	noun|mum noun|mum sconj|that pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|knock-Part-Past-S pron|that-Dem adp|down .
now he's putting it back up now .	adv|now pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|put-Part-Pres-S pron|it-Prs-Acc-S3 adv|back adp|up adv|now .
I am (.) look .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 verb|look-Part-S .
you see you [/] you sit them down (.) <put them on> [/] put them on that one where +/.	pron|you-Prs-Nom-S2 verb|see-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|sit-Fin-Ind-Pres-S2 pron|they-Prs-Acc-P3 adp|down verb|put-Fin-S pron|they-Prs-Acc-P3 adp|on det|that-Def-Dem-Sing noun|one adv|where +/.
yeah where those two chair are .	intj|yeah adv|where det|that-Def-Dem-Plur num|two noun|chair aux|be-Fin-Ind-Pres-P3 .
mum he is going to the cafe now .	noun|mum pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|to det|the-Def-Art noun|cafe adv|now .
xxx somewhere mum he xxx there .	adv|somewhere noun|mum pron|he-Prs-Nom-S3 adv|there .
xxx these just to the bin .	pron|this-Dem-P1 adv|just adp|to det|the-Def-Art noun|bin .
mum <he's put> [//] he has put one here .	noun|mum pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 verb|put-Part-Past-S-irr num|one adv|here .
where's your phone ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|phone ?
&-er there it is .	pron|there-Int-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
you do I phone you .	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2 pron|I-Prs-Nom-S1 verb|phone-Inf-S pron|you-Prs-Acc-S2 .
&-er this tafe [: cafe] open yet ?	det|this-Def-Dem-Sing noun|cafe adj|open-S1 adv|yet ?
yeah man is who brings the chairs .	intj|yeah noun|man aux|be-Fin-Ind-Pres-S3 pron|who-Rel verb|bring-Fin-Ind-Pres-S3 det|the-Def-Art noun|chair-Plur-Acc .
&-er my friend's toming [: coming] today .	pron|my-Prs-Gen-S1 noun|friend~aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S noun|today .
I'm gonna buy lot &-er nana &-um and &-um and her and her +/.	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 part|go verb|buy-Inf-S noun|lot noun|nana-Acc cconj|and cconj|and pron|her-Prs-Acc-S3 cconj|and pron|her-Prs-Acc-S3 +/.
he hasta xxx hurry up now .	pron|he-Prs-Nom-S3 x|hasta verb|hurry-Fin-Ind-Pres-S3 adp|up adv|now .
when's Tate [: Kate] coming ?	adv|when~aux|be-Fin-Ind-Pres-S3 propn|Kate verb|come-Part-Pres-S ?
oh I don't wanna .	intj|oh pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|wanna-Inf-S .
<it's shutting> [//] it [//] it's shutting now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S adv|now .
what is ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 ?
who is ?	pron|who-Int aux|be-Fin-Ind-Pres-S3 ?
<we can't> [//] I can't put this trailer on .	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|put-Inf-S det|this-Def-Dem-Sing noun|trailer-Acc adp|on .
now it's shutting time now it [/] it is time to shut .	adv|now pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S noun|time-Acc adv|now pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 noun|time part|to verb|shut-Inf-S .
<it's not> [/] it's not shutting time yet but I just need this trailer on .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|shut-Part-Pres-S noun|time-Acc adv|yet cconj|but pron|I-Prs-Nom-S1 adv|just verb|need-Fin-Ind-Pres-S1 det|this-Def-Dem-Sing noun|trailer-Acc adp|on .
mum that saucer was in there !	noun|mum sconj|that noun|saucer aux|be-Fin-Ind-Past-S3-irr adp|in adv|there !
yeah it was in there .	intj|yeah pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adp|in adv|there .
no them [/] <them are> [/] them are still clean .	det|no-Def-Neg pron|they-Prs-Acc-P3 aux|be-Fin-Ind-Pres-P3 adv|still adj|clean-S1 .
<no he's> [/] no <he's not taking> [/] he's not taking them now (.) mum .	intj|no pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|take-Part-Pres-S pron|they-Prs-Acc-P3 adv|now noun|mum .
them just (.) them on a road .	pron|they-Prs-Acc-P3 adv|just pron|they-Prs-Acc-P3 adp|on det|a-Ind-Art noun|road .
yes I do really .	intj|yes pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1 adv|really .
mum let's just to carry on playing this .	noun|mum verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 adv|just part|to verb|carry-Inf-S sconj|on verb|play-Part-Pres-S pron|this-Dem-S1 .
shall I ?	aux|shall-Fin-S pron|I-Prs-Nom-S1 ?
mum when [/] when we are going to Dave party ?	noun|mum adv|when pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Pres-P1 verb|go-Part-Pres-S adp|to propn|Dave noun|party ?
did you go to Tate [: Kate] ?	aux|do-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|go-Inf-S adp|to propn|Kate ?
did you go to Tate [: Kate] ? [+ srp]	aux|do-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|go-Inf-S adp|to propn|Kate ?
did you go to Tate [: Kate] just ?	aux|do-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|go-Inf-S adp|to propn|Kate adv|just ?
it's not same light though &~uhn is it ?	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not adj|same-S1 noun|light adv|though aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?
no it's not (.) it's got one of them at the bottom .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr num|one adp|of pron|they-Prs-Acc-P3 adp|at det|the-Def-Art noun|bottom .
I wanna go to Dave's party now .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Fin-S adp|to propn|Dave~part|s noun|party adv|now .
it's opening time now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|open-Part-Pres-S noun|time-Acc adv|now .
<it's just> [/] it's just xxx time .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just noun|time .
now can you help me stack these chairs up ?	adv|now aux|can-Fin-S pron|you-Prs-Nom-S2 verb|help-Inf-S pron|I-Prs-Acc-S1 verb|stack-Inf-S det|this-Def-Dem-Plur noun|chair-Plur-Acc adp|up ?
yes you can xxx sometimes you're not xxx .	intj|yes pron|you-Prs-Nom-S2 aux|can-Fin-S adv|sometimes pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 part|not .
mum when Tate [: Kate] won't tome [: come] to me ?	noun|mum adv|when propn|Kate aux|will-Fin-S~part|not verb|come-Inf-S adp|to pron|I-Prs-Acc-S1 ?
when Kate's not tomin [: coming] to me ?	adv|when propn|Kate~aux|be-Fin-Ind-Pres-S3 part|not verb|come-Part-Pres-S adp|to pron|I-Prs-Acc-S1 ?
<when I> [/] when I'm seven ?	adv|when pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 num|seven ?
you didn't know &~uhn did we ?	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Past-S2-irr~part|not verb|know-Inf-S aux|do-Fin-Ind-Past-P3-irr pron|we-Prs-Nom-P1 ?
ahhah &-er <I (for)got> [/] I (for)got all (a)bout that one over there .	intj|ahhah pron|I-Prs-Nom-S1 verb|forget-Fin-Ind-Past-S1-irr det|all-Def-Tot adp|about det|that-Def-Dem-Sing noun|one adp|over adv|there .
&-er yeah yeah we [/] <we didn't> [/] we didn't use them .	intj|yeah intj|yeah pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Past-P1-irr~part|not verb|use-Inf-S pron|they-Prs-Acc-P3 .
I'm phoning you .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|phone-Part-Pres-S pron|you-Prs-Acc-S2 .
oh <I was just> [/] I was just xxx .	intj|oh pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S1-irr adv|just .
it's [/] it's Luke who work at cafe .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 propn|Luke pron|who-Rel verb|work-Fin-Ind-Pres-P3 adp|at noun|cafe .
it's shutting time .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S noun|time-Acc .
&-um no &-er no I'm not playing with it now .	intj|no intj|no pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 part|not verb|play-Part-Pres-S adp|with pron|it-Prs-Acc-S3 adv|now .
it is shutting xxx .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|shut-Part-Pres-S .
it's [/] it's time to shut now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|time part|to verb|shut-Inf-S adv|now .
yeah it soon will be ten o'clock .	intj|yeah pron|it-Prs-Nom-S3 adv|soon aux|will-Fin-S aux|be-Inf-S num|ten noun|oclock .
&-er that's [/] that's nearly bed time .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|nearly adj|bed-S1 noun|time .
I'm glad I phoned you mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|glad-S1 pron|I-Prs-Nom-S1 verb|phone-Fin-Ind-Past-S1 pron|you-Prs-Acc-S2 noun|mum-Acc .
mum &-er &-um I think I phone you when you're not playing it .	noun|mum pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 pron|I-Prs-Nom-S1 verb|phone-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 adv|when pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 part|not verb|play-Part-Pres-S pron|it-Prs-Acc-S3 .
night_night bug bugs don't bite .	adj|nightnight-S1 noun|bug noun|bug-Plur aux|do-Fin-Ind-Pres-P3~part|not verb|bite-Inf-S .
